id,texto,categoría,tipo1,tipo2,tipo3,tipo4,tipo5
t_117,me sentiré mejor en algún momento,tricky,,,,,
t_118,no voy a gustarle a todo el mundo,tricky,,,,,
t_119,es posible que me vaya mal la primera vez que haga algo,tricky,,,,,
t_120,irá mal en ocasiones,tricky,,,,,
d_121,No podría haber ido peor,distorsión,Catastrofismo,,,,
d_122,Las consecuencias serían insoportables… fracasaría y sería horrible.,distorsión,Catastrofismo,,,,
d_123,"Es mejor que no lo intente, porque fracasaré y será horrible.",distorsión,Catastrofismo,,,,
d_124,Todo irá mal,distorsión,Catastrofismo,,,,
d_125,La reunión fue un desastre,distorsión,Catastrofismo,,,,
d_126,"Esta llegando tarde, seguro que el tren ha tenido un accidente",distorsión,Catastrofismo,,,,
d_127,"Lo que me está pasando es horrible, no lo puedo soportar",distorsión,Catastrofismo,,,,
d_128,"No voy a la fiesta porque me da terror que me rechacen, eso es lo peor, no lo podría aguantar ",distorsión,Catastrofismo,,,,
d_129,Es mejor que no lo intente porque seguro que me saldrá mal y será insoportable,distorsión,Catastrofismo,,,,
d_130,"Si mañana no me sale bien el examen será horroroso, yo me muero",distorsión,Catastrofismo,,,,
d_131,"Después de esto ya no hay solución, mi vida será un horror",distorsión,Catastrofismo,,,,
d_132,"Me noto el corazón muy acelerado, me dará un ataque de pánico y será horroroso",distorsión,Catastrofismo,,,,
d_133,"Me he equivocado en el nombre de un informe, mi jefa me va a matar, nunca más confiará en mí, esto ya no puede ser peor",distorsión,Catastrofismo,,,,
d_134,"Que no me responda al mensaje sería lo peor del mundo, lo peor que me podría pasar",distorsión,Catastrofismo,,,,
d_135,"He engordado 4 kgs, esto es tremendo, inaceptable, no valgo para nada",distorsión,Catastrofismo,,,,
d_136,"Si me deja mi mujer, será horrible, el fin, me moriré",distorsión,Catastrofismo,,,,
d_137,"Mi hijo no me ha llamado para decirme que ha llegado. Seguro que les ha pasado algo malo, algo terrible, seguro que han tenido un accidente",distorsión,Catastrofismo,,,,
d_138,"Si me diagnostican un cáncer sería lo peor del mundo, se acabaría toda mi vida",distorsión,Catastrofismo,,,,
d_139,"Si no me quiere será terrible, un horror",distorsión,Catastrofismo,,,,
d_140,"Es la ruina, el coche no arranca",distorsión,Catastrofismo,,,,
a_121,"Ha ido mal, pero podemos solucinarlo",alternativo,,,,,
a_122,"Aunque falles, la mayoria de cosas se pueden reparar y buscar una buena alternativa",alternativo,,,,,
a_123,"Esta bien intentar lo que nos importa, no podemos saber como irá",alternativo,,,,,
a_124,"No podemos saber como irá, a vecesa algunas cosas salen mal pero podemos hacer algo para que mejoren",alternativo,,,,,
a_125,La reunion no ha salido como esperaba,alternativo,,,,,
a_126,Ha habido más fallos de los que esperaba pero aun así podemos intentar resolverlo,alternativo,,,,,
a_127,"Lo que me está pasando es duro, no es agradable, pero lo puedo soportar",alternativo,,,,,
a_128,"A veces estoy incómodo en algunas fiestas, pero luego me lo paso bien",alternativo,,,,,
a_129," Puede que me salga mal, pero lo he de intentar. De la experiencia se aprende",alternativo,,,,,
a_130,"Si suspendo el examen de mañana me enfadaré después de todo lo que he estudiado, pero me servirá de base para el próximo",alternativo,,,,,
a_131,"(Después de esto) Me costará recuperarme, pero saldré adelante",alternativo,,,,,
a_132,"Me noto el corazón muy acelerado, debo de estar nervioso",alternativo,,,,,
a_133,"Me he equivocado en el nombre de un informe, seguramente mi jefa me dirá que me he de fijar más en estos detalles",alternativo,,,,,
a_134,"Que no me responda al mensaje sería algo incómodo para mí, pero llevadero",alternativo,,,,,
a_135,"He cogido algo de peso, tengo que empezar a cuidar mi alimentación un poco más. ",alternativo,,,,,
a_136,"Si me deja mi mujer, pasaré una temporada muy dura, pero saldré adelante",alternativo,,,,,
a_137,"Mi hijo no me ha llamado para decirme que ha llegado, seguro que ha encontrado caravana y/o le está costando aparcar",alternativo,,,,,
a_138,"Puede que me diagnostiquen un cáncer, entonces tendré que ver qué puedo hacer, qué pronóstico y tratamientos existen",alternativo,,,,,
a_139,"Si no me quiere, puedo encontrar otra persona con quien poder ser feliz",alternativo,,,,,
a_140,"Será caro, pero podré hacerle frente",alternativo,,,,,
t_121,la clase de catalán duró 3 horas. Fue horrible.,tricky,,,,,
t_122,Me sabe fatal que no llegaras a tiempo,tricky,,,,,
t_123,"ja ja ja, qué gracioso, ¡eres terrible!",tricky,,,,,
t_124,las consecuencias del incendio han sido terribles ,tricky,,,,,
t_125,Lo que me ha pasado es muy desagradable,tricky,,,,,
t_126,En fiestas con gente desconocida lo paso muy mal,tricky,,,,,
t_127,"Mañana tengo un examen muy difícil e importante, el resultado afectará a mi expediente",tricky,,,,,
t_128,"Equivocarse en el nombre de un informe en la empresa, será un error grave",tricky,,,,,
t_129,Es insoportable la gente que habla en el cine,tricky,,,,,
t_130,La reparación será bastante cara,tricky,,,,,
t_131,"Si suspendo el examen de la próxima semana me bajará mucho la nota media, que horro!",tricky,,,,,
t_132,Será algo duro y difícil,tricky,,,,,
t_133,Lo que me ha pasado es duro,tricky,,,,,
t_134,Para mí es insoportable estar tranquilo en sitios cerrados,tricky,,,,,
t_135,No será tan terrible,tricky,,,,,
t_136,Mi mujer será la directora de su oficina,tricky,,,,,
t_137,Me han sucedido cosas desagradables,tricky,,,,,
t_138,Lo peor de trabajar mucho es que no te guste lo que haces,tricky,,,,,
t_139,"Esta situación me está costando mucho de aguantar, será largo",tricky,,,,,
t_140,Las lluvias pueden afectar negativamente a la cosecha y hacer que sea un año duro,tricky,,,,,
d_141," He perdido el paraguas, soy un desastre ",distorsión,Abstracción selectiva,,,,
d_142,Los problemas de mi hijo con la escuela son consecuencia de mi fracaso como madre.,distorsión,Abstracción selectiva,,,,
d_143,"Pude haber disfrutado de la excursión a no ser por el pollo, que estaba quemado.",distorsión,Abstracción selectiva,,,,
d_144,"La máquina de lavar se ha parado. Siempre sucede lo mismo. No lo soporto más, ya me ha fastidiado el resto del día.",distorsión,Abstracción selectiva,Sobregeneralización,,,
d_145,Mi jefe me ha pedido que llegue cinco minutos antes. No está contento con mi trabajo.,distorsión,Abstracción selectiva,,,,
d_146,Mi madre está jugando con mi hermana pequeña. Creo que mi madre quiere más a mi hermana que a mí.,distorsión,Abstracción selectiva,,,,
d_147,Mis padres están gritando. Creo que se van a divorciar.,distorsión,Abstracción selectiva,Adivinación,,,
d_148,Mis padres se han separado. Seguro que ha sido por mi culpa.,distorsión,Abstracción selectiva,,,,
d_149,En el trabajo me felicitaron todos excepto mi jefe. Seguro que cometí muchos errores en el proyecto,distorsión,Abstracción selectiva,,,,
d_150,Me prepararon una fiesta sorpresa pero fue empezar a llover y fastidiarse todo,distorsión,Abstracción selectiva,,,,
d_151,"La cena que preparé le gusto a todos. Sin embargo, comentaron que las patatas estaban algo saladas. Eso quiere decir que no disfrutaron de la cena",distorsión,Abstracción selectiva,Leer la mente,,,
d_152,He aprobado todas las asignaturas pero no han sido todo sobresalientes. Soy un desastre ,distorsión,Abstracción selectiva,Etiquetado,,,
d_153,Mi hijo dice que me quiere pero a veces se enfada conmigo. Quizás no me quiere tanto,distorsión,Abstracción selectiva,,,,
d_154,"Según mis amigos, tengo buen fondo. No obstante, me dicen que debería tener más tacto. Soy un mal amigo",distorsión,Abstracción selectiva,Etiquetado,,,
d_155,La crítica que hicieron sobre mi exposición me fastidió el día entero ,distorsión,Abstracción selectiva,,,,
d_156,Recibí una llamada del trabajo estando de vacaciones y me puse de mal humor durante todo el día,distorsión,Abstracción selectiva,,,,
d_157,"Mi pareja me quiere y apoya en todo. No obstante, la discusión que tuvimos ayer me hizo dudar de sus sentimientos",distorsión,Abstracción selectiva,,,,
d_158,"Tuve una cita con un chico y, pese a que lo pasamos bien, me molestó que llegase tarde. Quizás no le intereso tanto",distorsión,Abstracción selectiva,,,,
d_159,"Fue simpático y agradable conmigo durante la cita. No obstante, lo ví mirar el reloj 2 veces. Seguro que soy una persona aburrida",distorsión,Abstracción selectiva,Etiquetado,,,
d_160,"Mi entrenador me felicitó por mi rendimiento, pero me sustituyó a la media parte. Sé que en el fondo no cuenta conmigo.",distorsión,Abstracción selectiva,Leer la mente,,,
a_141,Perder el paraguas es un hecho puntual que no afecta a como soy yo,alternativo,,,,,
a_142,"Es normal que mi hijo tenga algunos problemas a lo largo de su vida, esto no me define a mi como madre, lo importante es que está a su lado para apoyarlo",alternativo,,,,,
a_143,Quizás hubieron otros aspectos que sí te hicieron disfrutar de la excursión.,alternativo,,,,,
a_144,"Me ha fastidiado en ese momento, pero no quiere decir que me vaya a fastidiar el día entero",alternativo,,,,,
a_145,Quizás tu jefe te ha citado por otro motivo. ¿Podría ser?,alternativo,,,,,
a_146,Que tu madre juegue más con tu hermana pequeña no necesariamente quiere decir que le quiera más a ella que a ti,alternativo,,,,,
a_147,No tengo pruebas suficientes acerca de lo que va a ocurrir con mis padres en el futuro,alternativo,,,,,
a_148,No puedo demostrar que se hayan separado por mi culpa,alternativo,,,,,
a_149,"Quizás no cometí tantos errores, pues la mayoría me felicitó",alternativo,,,,,
a_150,"Que lloviera no era lo esperado, pero seguro que hay muchos otros momentos buenos de la fiesta que puedas recordar",alternativo,,,,,
a_151,"Si dicen que la cena les gustó a todos, probablemente sí que la disfrutaron",alternativo,,,,,
a_152,No sacar todo sobresalientes no me convierte en un desastre. ,alternativo,,,,,
a_153,Que en ocasiones tu hijo se enfade contigo no significa que no te quiere,alternativo,,,,,
a_154,No seré tan mal amigo si mis amigos me dicen que tengo buen fondo ,alternativo,,,,,
a_155,"La crítica que me hicieron me fastidió bastante, pero hice otras cosas aquel día y fueron bien",alternativo,,,,,
a_156,Estando de vacaciones es probable que hubiesen momentos del día de los que sí disfrutase,alternativo,,,,,
a_157,"Si mi pareja me quiere, no tengo porque dudar de sus sentimientos por una discusión.",alternativo,,,,,
a_158,Quizás llegó tarde por otro motivo,alternativo,,,,,
a_159,Quizás miró el reloj por algo ajeno y no por considerarte alguien aburrido ,alternativo,,,,,
a_160,"Hay muchos motivos por los que me pudo substituir a media parte, no tiene porque estar relacionado con mi rendimiento",alternativo,,,,,
t_141,Soy un ser humano maravilloso porque siempre escucho a los demás,tricky,,,,,
t_142,Los problemas de la vida son consecuencia de muchísimos factores,tricky,,,,,
t_143,"Pude haber disfrutado de la excursión y, de hecho, lo hice ",tricky,,,,,
t_144,"La mayoría votó a favor, por lo que estoy contento. ",tricky,,,,,
t_145,"Mi jefe me ha felicitado, eso es que está contento con mi trabajo ",tricky,,,,,
t_146,Mis padres están discutiendo y esto es algo desagradable,tricky,,,,,
t_147,Mis padres han separado el dinero en cuentas diferentes. Creo que es una buena idea,tricky,,,,,
t_148,No tengo comida en casa por lo que tendré que pedirla a domicilio,tricky,,,,,
t_149,"Se ha ido la luz, así que voy a tener que encender unas velas",tricky,,,,,
t_150,Dicen que soy muy simatico porque siempre hago reir a la gente,tricky,,,,,
t_151,"Por fin ha llegado el verano, que contenta estoy!",tricky,,,,,
t_152,"Me comentaron que la comida tenía mucha sal, por lo que debo ser un tío muy salado.",tricky,,,,,
t_153,"No he suspendido ninguna, por lo que me podré ir de vacaciones",tricky,,,,,
t_154,Me dice que me quiere y a veces me abraza. Estoy super contento con ella,tricky,,,,,
t_155,"Hemos llegado al restaurante y estaba cerrado, se no ha fastidado la hora de comer",tricky,,,,,
t_156,La noche fue horrible porque nos atracaron en el portal,tricky,,,,,
t_157,"La erupción del volcan destruyó muchas viviendas, ha sido un desastre para la población",tricky,,,,,
t_158,"Mi padre prefiere el rojo, pero a veces se viste de azul. Quizás no tiene claros sus gustos",tricky,,,,,
t_159,Hoy hubiesemos escalado una gran montaña si no fuera porque ha hecho mal tiempo.,tricky,,,,,
t_160,Me he portado mal en clase por lo que me han castigado,tricky,,,,,
d_161,Siento pavor a subirme a un avión. Volar es muy peligroso.,distorsión,Razonamiento emocional,Catastrofismo,,,
d_162,"¡Estás triste, así que la situación debe ser muy mala!",distorsión,Razonamiento emocional,,,,
d_163,"Siento que soy una mala persona, por tanto debo serlo.",distorsión,Razonamiento emocional,,,,
d_164,"Me siento incompetente, luego soy incompetente.",distorsión,Razonamiento emocional,Etiquetado,,,
d_165,"Me siento solo, nunca tendré amigos de verdad",distorsión,Razonamiento emocional,Adivinación,,,
d_166,"Siento que no puedo con esto, por tanto, no puedo.",distorsión,Razonamiento emocional,,,,
d_167,Mi abuelo murió hace un mes y mi madre está triste desde entonces. Creo que ella se va a morir también.,distorsión,Razonamiento emocional,,,,
d_168,"Me siento deprimido, la vida no tiene sentido.",distorsión,Razonamiento emocional,,,,
d_169,"Si te da miedo, es porque debe haber algo peligroso en ello.",distorsión,Razonamiento emocional,,,,
d_170,"Esta persona me da mala espina, seguro que quiere hacerme daño",distorsión,Razonamiento emocional,Leer la mente,,,
d_171,"Si estudiar no me hace feliz, es porque no es bueno para mí",distorsión,Razonamiento emocional,,,,
d_172,"Si siento que no vale la pena esforzarme, es porque realmente no vale la pena",distorsión,Razonamiento emocional,,,,
d_173,"Siento que todo es demasiado complicado, por tanto, debe serlo",distorsión,Razonamiento emocional,,,,
d_174,"Siento que no soy capaz, por lo tanto no debo serlo",distorsión,Razonamiento emocional,,,,
d_175,"Me siento mal por haberle dicho la verdad a mi amiga, seguro que he hecho algo malo",distorsión,Razonamiento emocional,,,,
d_176,"Me siento triste, por lo que debería hacer cambios en mi vida",distorsión,Razonamiento emocional,Imperativos,,,
d_177,Si me enfado es porque me ha hecho algo malo,distorsión,Razonamiento emocional,,,,
d_178,Si me da ansiedad al estar entre tantas personas es porque es peligroso,distorsión,Razonamiento emocional,,,,
d_179,Si me siento un perdedor es porque lo soy,distorsión,Razonamiento emocional,Etiquetado,,,
d_180,"¿Como no va a ser injusto, si me siento así de mal?",distorsión,Razonamiento emocional,,,,
a_161,"Aunque sienta miedo a subirme a un avión, es un medio de transporte seguro",alternativo,,,,,
a_162,"Estás triste, puede que la situación sea mala",alternativo,,,,,
a_163,"Ahora me siento mala persona, pero es probable que esta sensación cambie",alternativo,,,,,
a_164,"Me siento incompetente ahora mismo, esto no implica que lo sea",alternativo,,,,,
a_165,"Me siento solo, pero puedo encontrar buenos amigos",alternativo,,,,,
a_166,"Ahora mismo siento que no puedo con esto, pero puede que más adelante lo vea de otro modo",alternativo,,,,,
a_167,"Como mi abuelo murió hace un mes y mi madre está triste, siento que mi madre también podria morir, pero probablemente sea por como me ha afectado a mi esta situación",alternativo,,,,,
a_168,"Es difícil encontrar el sentido en la vida cuando estás mal, pero todo puede mejorar",alternativo,,,,,
a_169,"Puede que algo te de miedo, pero el miedo no siempre concuerda con un peligro real",alternativo,,,,,
a_170,"Esta persona me da mala espina, pero no  tengo motivos para pensar que quiere hacerme daño",alternativo,,,,,
a_171,"Estudiar no me hace feliz, pero me puede dar muchas oportunidades, eso es bueno para mí",alternativo,,,,,
a_172,"Siento que no vale la pena esforzarme, pero probablemente sea porque estoy frustrado, lo seguiré intentando",alternativo,,,,,
a_173,"Siento que todo es demasiado complicado, pero puede que pasado un tiempo lo vea todo más claro",alternativo,,,,,
a_174,"Siento que no soy capaz en este momento, pero quizás solo sea una sensación, voy a intentarlo",alternativo,,,,,
a_175,"Me siento mal, pero puede que sea porque el resultado ha sido negativo, aunque en realidad no haya hecho nada malo",alternativo,,,,,
a_176,"Me siento triste, es una emoción que estoy sintiendo en este momento, no indica que deba hacer cambios en mi vida",alternativo,,,,,
a_177,"Es posible que aunque me sienta enfadado, lo que haya hecho no esté mal, solo me ha sentado mal",alternativo,,,,,
a_178,"Que sienta ansiedad al estar entre tantas personas es independiente del peligro real que exista, es solo mi emoción",alternativo,,,,,
a_179,"Es fácil sentirse un perdedor cuando las cosas van mal, quizás podría fijarme en las pequeñas cosas buenas de mi vida",alternativo,,,,,
a_180,"Si me siento mal puede ser por muchos motivos, que alguien me haya tratado de manera injusta es uno de ellos, podría pensar en las distintas alternativas",alternativo,,,,,
t_161,Siento pavor al subirme a un avión,tricky,,,,,
t_162,Puedo ser mala persona si siento que debo serlo,tricky,,,,,
t_163,"Si me siento soy incompetente, tengo que trabajar de pie!",tricky,,,,,
t_164,"Si no tengo a mis amigos de verdad, me siento solo",tricky,,,,,
t_165,"Siento, que no puedo con esto.  Pesa tanto que no puedo.",tricky,,,,,
t_166,"Te sientas o no deprimido, la vida no tiene un sentido. Se lo damos.",tricky,,,,,
t_167,"Estudiar no me hace feliz, y eso es molesto para mi",tricky,,,,,
t_168,Siempre me esfuerzo aunque sienta que no vale la pensa esforzarse,tricky,,,,,
t_169,"Me empujo a sentirme alguien capaz, aunque no siempre debo serlo",tricky,,,,,
t_170,Me siento mal por haberle dicho la verdad a mi amiga,tricky,,,,,
t_171,No me apetece hacer cambios en mi vida cuando me siento triste,tricky,,,,,
t_172,"Si me enfado es porque, en mi opinión, me ha hecho algo malo",tricky,,,,,
t_173,Si me siento un perdedor es porque el examen de hoy me ha ido mal,tricky,,,,,
t_174,Siento que nadie me comprende. Este bicho es muy raro,tricky,,,,,
t_175, Hoy me siento un poco decaído,tricky,,,,,
t_176,No me siento comprendida por mi pareja en esta situación,tricky,,,,,
t_177,"Siento que no soy bueno en mi trabajo, si ellos lo pensaran ya me habrían despedido",tricky,,,,,
t_178,Siento que mis amigos se estan alejando de mí,tricky,,,,,
t_179,Si te sientes feliz te fijarás más en  las cosas buenas que te pasan,tricky,,,,,
t_180,Hoy me siento triste,tricky,,,,,
d_181,María se está riendo; seguro que es de mí.,distorsión,Personalización,,,,
d_182,Mi jefe me ha dicho que todos los pacientes a cargo de un residente deberían ser examinados por un médico de la plantilla. Seguro que jefe no se fía de mi trabajo.,distorsión,Personalización,,,,
d_183,¡Todo es por mi culpa!,distorsión,Personalización,Sobregeneralización,,,
d_184,Durante la presentación que he hecho creo que se han aburrido porque soy un pesado.,distorsión,Personalización,Leer la mente,Etiquetado,,
d_185,Sé que se están riendo de mí,distorsión,Personalización,Leer la mente,,,
d_186,Creo que pongo nervioso a todo el mundo.,distorsión,Personalización,,,,
d_187,"Mis padres están teniendo una discusión en otro cuarto. Cuando pronuncian mi nombre, piesno que se están discutiendo por mi culpa.",distorsión,Personalización,,,,
d_188,"Mi compañero de trabajo me ha mirado mal esta mañana, seguro que es porque le caigo mal.",distorsión,Personalización,Leer la mente,,,
d_189,"Me han llamado del colegio porque mi hijo se ha portado mal, es mi culpa porque no le he educado bien,",distorsión,Personalización,,,,
d_190,"Mis amigos no me han llamado para quedar ultimamente, seguro que es porque ya no quieren seguir viéndome.",distorsión,Personalización,,,,
d_191,"Mi paciente  ha empeorado desde hace unas semanas, debe ser mi culpa, no le ha funcionado el tratamiento.",distorsión,Personalización,,,,
d_192,"Algo va mal, seguro que he sido yo.",distorsión,Personalización,,,,
d_193,"Mi pareja ha llegado a casa disgustada, seguro que he hecho algo mal.",distorsión,Personalización,,,,
d_194,Cuando mis padres se divorciaron estuve seguro que fue por mi culpa,distorsión,Personalización,,,,
d_195,"Este mes en el trabajo han bajado mucho las ventas, debería haber trabajado más y mejor.",distorsión,Personalización,Imperativos,,,
d_196,"Hemos ido de vacaciones y no ha parado de llover, es mi culpa debería haberlo comprobado antes.",distorsión,Personalización,Imperativos,,,
d_197,"Le ha tocado la lotería a todos los del trabajo, yo no compré el boleto, debería haberlo pensado. ",distorsión,Personalización,Imperativos,,,
d_198,"Marta tiene mala cara, debe de estar enfadada conmigo",distorsión,Personalización,,,,
d_199,En el trabajo tenía la impresión de que cada vez que el encargado hablaba de que había que mejorar la calidad del trabajo se referían exclusivamente a mi,distorsión,Personalización,,,,
d_200,"Cuando escuchaba a mi marido quejarse de lo aburrido del fin de semana, pensaba; seguro que piensa que soy aburrida",distorsión,Personalización,,,,
a_181,No puedes saber de que se está riendo María si no se lo preguntas,alternativo,,,,,
a_182,"Que tu jefe te esté informando de una nueva norma que está afectando a todos los residentes y no solo a ti, no es ninguna razon por la que pensar que no se fia de tí.",alternativo,,,,,
a_183,"Aunque tengas la culpa de alguna cosa que haya sucedido, nada esta más lejos que pensar que eso se generaliza a todo",alternativo,,,,,
a_184,"No tienes pruebas para saber si se han aburrido o no, aunque hubiese sido asi no tiene ninguna asociacion con que seas un pesado",alternativo,,,,,
a_185,No tengo pruebas suficientes para demostrar eso,alternativo,,,,,
a_186,"Aunque haya pasado alguna vez, no puede ser que pase con todo el mundo",alternativo,,,,,
a_187,"Aunque aparezca en la discusión, mis padres se pelean a su voluntad, yo no tengo porque tener nada que ver",alternativo,,,,,
a_188,"Hay muchas causas de porque alguien puede mirar mal en algun momento, no tiene porque ser que le caes mal",alternativo,,,,,
a_189,"Si mi hijo se ha portado mal, no es por mi culpa, él actua con su propia voluntad",alternativo,,,,,
a_190,"Hay muchas razones por las que no te hayan llamado tus amigos, no tiene porque ser que ya no te quieren ver",alternativo,,,,,
a_191,"Si mi paciente ha empeorado, puede ser por muchos factores",alternativo,,,,,
a_192,"Que las cosas vayan mal, no tiene porque ser mi culpa",alternativo,,,,,
a_193,Que tu pareja este disgustada puede ser por muchos motivos,alternativo,,,,,
a_194,"Un divorcio se produce por un monton de causas, tu no has hecho nada mal para atribuirte esa culpa",alternativo,,,,,
a_195,Si han bajado las ventas en el trabajo es debido a muchos factores a parte del tuyo,alternativo,,,,,
a_196,La meteorología es una cosa incontrolable que a veces no podemos predecir,alternativo,,,,,
a_197,A veces ocurren situaciones que no podemos predecir,alternativo,,,,,
a_198,"Que Marta tenga mala cara, puede ser por muchas razones",alternativo,,,,,
a_199,"Cuando hacen referencia a que hay que mejorar el trabajo, no me lo dicen solo a mi",alternativo,,,,,
a_200,"Que tu marido se haya aburrido el fin de semana, no indica que haya debido de ser por tu culpa",alternativo,,,,,
t_181,Yo no tengo la culpa,tricky,,,,,
t_182,"He estudiado mucho, no merecía suspender",tricky,,,,,
t_183,"Se ha cancelado el vuelo, es culpa de la compañía aerea",tricky,,,,,
t_184,"Estaban criticando a alguien esta mañana en el trabajo, seguro que no soy yo",tricky,,,,,
t_185,Nada de lo que ha sucedido es por mi culpa,tricky,,,,,
t_186,"Mi compañero de trabajo me ha mirado esta mañana, seguro que le gusto",tricky,,,,,
t_187,"El proyecto no ha ido bien, no es mi culpa",tricky,,,,,
t_188,Seguro que no es mi culpa que ya no me hable más,tricky,,,,,
t_189,"El proyecto ha ido genial, me han felicitado",tricky,,,,,
t_190,"Me estaban mirando los pantalones, seguro que es porque quiere unos iguales",tricky,,,,,
t_191,"Me han ascendido en el trabajo, será que lo he hecho bien",tricky,,,,,
t_192,"No me han llamado aún mis amigos, seguro que lo haran pronto",tricky,,,,,
t_193,"Me estaba mirando fijamente a los ojos, seguro que piensa que son bonitos",tricky,,,,,
t_194,A la gente le gusta hablar bien de mi,tricky,,,,,
t_195,"Mi madre se ha enfermado, es su culpa por no ir con más cuidado",tricky,,,,,
t_196,Todo el mundo se me ha quedado mirando,tricky,,,,,
t_197,No ha sido mi culpa que hayamos perdido,tricky,,,,,
t_198,Todo el mundo se pone nervioso,tricky,,,,,
t_199,Mis padres estan hablando de mi en otra habitación,tricky,,,,,
t_200,Hay pocas cosas que me hagan reír,tricky,,,,,
